Codigo;Nome;Sigla;CodigoPai
120828;Diretoria de Sustentabilidade Ambiental ;PREFE;27478
120973;Divisão de Saúde;DIVSAUDE;14646
120979;Coordenadoria do Projeto Sanidade Animal;CPSA;14646
50366;Departamento de Biologia Animal ;DBA;14647
120997;Departamento de Ciências Sociais;DCS/ICHS;14649
50404;Departamento de Economia Doméstica;DED;14649
121020;Instituto de Três Rios;ITR;432
121022;Departamento de Ciências Administrativas e do Ambiente;DCAA;121020
121023;Departamento de Ciências Econômicas e Exatas;DCEE;121020
121024;Departamento de Ciências Jurídicas e Sociais;DCJS;121020
120959;Coordenação Financeira;N/D;120952
124263;Pró-Reitoria de Planejamento;PROPLAN;124255
124341;Coordenação de Planejamento;N/D;124263
120960;Diretoria de Tecnologia da Informação;N/D;124255
120952;Pró-Reitoria de Administração;N/D;124255
124255;Reitoria;RT-UNILAB;109912
95223;Centro de Ciências Naturais e Humanas;CCNH-UFABC;97489
97479;Centro de Engenharia, Modelagem e Ciências Sociais Aplicadas;CECS-UFABC;97489
97480;Centro de Matemática, Computação e Cognição ;CMCC-UFABC;97489
97469;Vice-Reitoria;VR-UFABC;97489
97485;Secretaria Geral;SG-UFABC;97489
82340;Parque Nacional da Serra do Pardo;PARNA;89410
119424;Divisão de Seleção de Projetos de Direito Difusos;N/D;119423
119405;Divisão de Engenharia e Arquitetura;DENA;11334
119707;Ouvidoria-Geral ;OUVIDORIA;10355
119886;Coordenação Técnica Aduaneira;Cotad;3086
120084;Diretoria de ;N/D;27428
120739;Divisão de Administração e Prestação de Serviços;N/D;120078
120079;Diretoria de Avaliação Institucional;DAI;27410
120080;Diretoria de Experimentação e Produção Animal ;N/D;27410
120751;Divisão de Fazendas Experimentais;N/D;120080
120081;Diretoria de Experimentação e Promoção Vegetal;N/D;27410
120756;Divisão de Fazendas Experimentais;N/D;120081
120082;Diretoria de Relações Internacionais e Interinstitucionais;N/D;27410
103168;Gerência de Desenvolvimento de Pessoas;GDPE;103167
120804;Divisão de Serviços;DServ;45
50411;Departamento de Teoria e Planejamento de Ensino ;DTPE;14651
32090;Gerência de Controle de Remunerações;GCOR-PRRH;90898
32091;Gerência de Cadastro;GCAD-PRRH;90898
121188;Coordenação de Capacitação e Desenvolvimento de Pessoas;N/D;26988
121189;Gerência de Cadastro;N/D;121188
121191;Gerência de Controle de Remunerações;N/D;121188
121200;Secretaria de Desenvolvimento Institucional;SDI;31934
121205;Secretaria de Comunicação;SECOM;31934
121211;Arquivo Central;ARQCENT;31934
121216;Centro de Ciências;CCIENCIA;31934
121219;Centro de Educação a Distância;CECAD;31934
121230;Coordenação dos Programas de Graduação;N/D;26987
121236;Gerência de Registros Acadêmicos;N/D;26987
121239;Gerência de Matrícula e Controle Acadêmico;N/D;26987
121242;Gerência de Matrícula e Controle Acadêmico de Pós-Graduação;N/D;26987
31938;Pró-Reitoria de Pós-Graduação;PROPG;121226
121245;Coordenação de Pós-Graduação Latu Sensu;N/D;31938
121296;Coordenação de Suprimentos;N/D;31937
121300;Gerência de Compras;N/D;121296
121303;Coordenação de Execução e Suporte Financeiro;N/D;31937
121307;Gerência de Execução Orçamentária;N/D;121303
121311;Coordenação de Contratos;N/D;31937
121312;Gerência de Contratos de Manutenção e Fornecimento;N/D;121311
121449;Departamento de Administração;N/D;109885
121451;Coordenação de Suprimentos;N/D;121449
121462;Departamento de Administração  ;N/D;109886
121464;Coordenação de Suprimentos;N/D;121462
121467;Departamento Acadêmico ;N/D;109886
121468;Coordenação de Apoio Acadêmico;N/D;121467
121474;Departamento Acadêmico ;N/D;109887
121476;Coordenação de Apoio Acadêmico;N/D;121474
121481;Departamento de Administração ;N/D;109887
121483;Coordenação de Suprimentos;N/D;121481
121486;Departamento Acadêmico ;N/D;109888
123228;Pró-Reitoria de Assuntos Comunitários e Políticas Afirmativas;N/D;97489
121505;Departamento de Administração;N/D;109888
121507;Coordenação de Suprimentos;N/D;121505
123261;Coordenação-Geral de Programas de Incentivo a Viagens;N/D;123260
123263;Coordenação-Geral de Competitividade e Inovação;N/D;123260
121574;Pró-Reitoria de Administração Adjunta de Compras, Contratos, Abastecimento e Patrimônio;ProAdAdj-CCAP;22226
121575;Divisão de Contratos, Expedição e Gráfica;DiCEG;121574
121590;Coordenação de Ouvidoria;N/D;121584
121592;Coordenação de Gestão da Informação e do Conhecimento;N/D;121584
89786;Centro de Capacitação;CICMA;2155
50423;Departamento de Engenharia ;DEPTOENG;14653
50424;Departamento de Tecnologia de Alimentos ;DTA;14653
50425;Departamento de Engenharia Química;DEQ;14653
120507;Departamento de Arquitetura e Urbanismo;DPTOAURB;14653
14656;Campus de Campos dos Goytacazes - Campo Experimental;CE/UFRRJ;432
120524;Divisão de Assuntos Estudantis;DAE/CTUR;50176
59104;Centro de Atenção Integral a Criança e ao Adolescente Paulo Dacorso Filho;CAIC-UFRRJ;432
120535;Instituto Multidisciplinar;IM;432
120538;Departamento de Administração e Turismo;DAT;120535
120542;Departamento de Educação e Sociedade;DES;120535
120545;Departamento de História e Economia;DHE;120535
120548;Departamento de Tecnologia e Linguagens;DTL;120535
46282;Área de Proteção Ambiental Serra da Ibiapaba;APA-IBIAPABA-CE;103260
46636;Coordenação-Geral de Operações e Atendimento a Usuários;COATE;34891
120909;Coordenação de Operações e Atendimento de Tecnologia da Informação;N/D;46636
120913;Coordenação de Telecomunicações;N/D;46636
120914;Divisão;N/D;120913
120918;Coordenação de Desenvolvimento de Sistemas;N/D;46638
120919;Divisão;N/D;120918
120922;Coordenação-Geral de Redes de Tecnologia da Informação e Telecomunicações;N/D;34891
120923;Coordenação de Administração de Rede de Tecnologia da Informatação;N/D;120922
120924;Divisão;N/D;120923
120926;Coordenação de Administração de Rede de Telecomunicações;N/D;120922
120927;Divisão;N/D;120926
120929;Coordenação-Geral de Segurança das Informações em Meios Tecnológicos;N/D;34891
120930;Coordenação de Certificado Digital;N/D;120929
120932;Coordenação de Apoio Tecnológico nos Eventos e Deslocamentos Presidenciais;N/D;120929
120934;Coordenação-Geral de Centro de Dados;N/D;34891
120935;Coordenação de Administração de Banco de Dados ;N/D;120934
120327;Coordenadoria Especial dos Programas de Reestruturação e Expansão;CPROGREEST;14646
89653;Gabinete;Gab-DEPEN;1956
49198;Núcleo de Informática;NIN;25281
121594;Coordenação-Geral de Comunicação e Imprensa;N/D;117159
121658;Conselho Interministerial para Projetos Transformadores  ;CIPT;3162
32847;Coordenação do Curso Técnico em Mecânica;CMEC;32846
121664;Comitê Gestor de Segurança da Informação e Comunicações;CGSIC;3413
121682;Divisão VIII;N/D;121680
56854;Superintendência de Administração no Rio de Janeiro;SAD/RJ;70352
121689;Coordenação de Administração;COADM/SP;56856
121696;Comissão Técnica da Gestão Compartilhada dos Recursos Pesqueiros;CTGP;103881
121707;Pró-Reitoria da Comunidade, Cultura e Extensão;PROCCE;116158
116201;Instituto de Biodiversidade e Florestas;IBF;116158
121727;Coordenação-Geral de Cooperação Nacional ;CGNAC;121461
121071;Pró-Reitoria de Assistência Estudantil;PRAE-;16466
121766;Direção Campus Chapecó/SC;DIR - CH;103730
121894;Coordenação de Programa de Pós-Graduação em Agricultura e Ambiente;N/D;47742
121898;Coordenação de Programa de Pós-Graduação em Psicologia;N/D;47725
121897;Coordenação de Programa de Pós-Graduação em Materiais;CEA-UFAL;10052
121899;Coordenação de Programa de Pós-Graduação em Rede Biotecnologia RENORBIO;N/D;47741
121784;Coordenação de Programa de Doutorado da Rede Nordeste de Biotecnologia;N/D;47741
85459;Coordenadoria de Serviço Social;COSS-PRAE;84216
121791;Gestão Administrativa da Moradia Estudantil;GAME;85459
121292;Pró-Reitoria de Planejamento;PROPLAN;90911
121876;Departamento de Infraestrutura de Esporte;N/D;74079
47165;Coordenação de Vigilância Sanitária de Portos, Aeroportos, Fronteiras e Recintos Alfandegados em Goiás;CVSPAF-GO/ANVISA;38168
47168;Coordenação de Vigilância Sanitária de Portos, Aeroportos, Fronteiras e Recintos Alfandegados - MG;CVSPAF-MG;38168
47179;Coordenação de Vigilância Sanitária de Portos, Aeroportos, Fronteiras e Recintos Alfandegados - SC;CVSPAF-SC;38168
62892;Gerência de Controle e Fiscalização de Infraestruturas e Serviços de Transporte Ferroviário de Cargas;GECOF;121692
3896;Conselho Diretor;CD;1799
121980;Departamento de Cultura e Eventos;N/D;26113
122098;Coordenação de Monitoramento e Acompanhamento Físico;COMAF;12998
122099;Divisão de Monitoramento;DIMO;122098
122101;Divisão de Acompanhamento Físico;DIAFI;122098
122103;Coordenação de Avaliação e Planejamento;COAPLA;12998
122104;Divisão de Avaliação Orçamentária e Financeira;DIAOF;122103
122105;Divisão de Planejamento ;DIPLA;122103
122314;Coordenação de Apoio de Marcas I;CAMAR I;386
78355;Coordenação-Geral de Contratos de Tecnologia;CGTEC;388
112791;Serviço de Apoio Administrativo da Coordenação-Geral de Contratos de Tecnologia;SACOT;78355
78358;Coordenação-Geral de Indicações Geográficas e Registros ;CGIR;388
112794;Serviço de Apoio Administrativo da Coordenação-Geral de Indicações Geográficas e Registros;SEACO;78358
121973;Coordenadoria de Apoio Administrativo;CAA;97298
87811;Serviço de Apoio Administrativo;SEAD;107992
87927;Serviço de Apoio Administrativo;SEAD;108021
88002;Serviço de Apoio Administrativo;SEAD;107628
88063;Serviço de Apoio Administrativo;SEAD;107630
108011;Serviço de Apoio Administratvo;SEAD;108009
88144;Serviço de Apoio Administrativo;SEAD;107625
88165;Serviço de Apoio Administrativo;SEAD;107621
107979;Serviço de Apoio Administrativo;SEAD;107977
88261;Serviço de Apoio Administrativo;SEAD;107620
107895;Serviço de Apoio Administrativo;SEAD;107619
120212;Serviço de Apoio Administrativo;SEAD;120211
108036;Serviço de Apoio Administrativo;SEAD;108034
118225;Serviço de Apoio Administrativo;SEAD;118219
108031;Serviço de Gestão Ambiental e Territorial;SEGAT;108029
108040;Serviço de Apoio Administrativo;SEAD;108039
107960;Serviço de Apoio Administrativo;SEAD;107958
122503;Gabinete;GAB-MNSCENTRO;1177
122505;Diretoria de Administração e Planejamento;DAP;1177
107425;Divisão de Registro e Movimentação;DIRM/CAP;117246
102906;Coordenação do Programa de Pós-Graduação em Física Ambiental;N/D;102903
120810;Divisão de Ações Comunitárias e Empreendedorismo;N/D;99993
120816;Coordenadoria de Programas de Pós-Graduação;N/D;109892
120820;Divisão de Apoio e Permanência;N/D;120806
124273;Instituto de Desenvolvimento Rural;IDR;124255
124274;Instituto de Engenharia e Desenvolvimento Sustentável;N/D;124255
123560;Instituto de Ciências Exatas e da Natureza;ICEN;109912
122179;Gabinete;Gab-Seprod;113165
115639;Departamento do Programa Calha Norte;DPCN;120851
123322;Departamento de Administração e Planejamento;N/D;105137
122711;Coordenação;N/D;122710
101982;Campus São José dos Campos;N/D;464
122839;Coordenação de Administração Geral;CAG-TabNorte;121873
122849;Coordenação de Administração Geral;CAG-Tauá;113261
121700;Unidade Regional da Bahia;URBA-ANTT;63446
122965;Divisão de Protocolo;DIPR/COA;122724
113260;Campus Tianguá;N/D;100911
113262;Campus Jaguaribe;N/D;100911
123394;Departamento de Relações Institucionais;N/D;117165
123392;Departamento de Informação e Educação;N/D;117165
122241;Departamento de Registro Empresarial e Integração;N/D;121816
93052;Coordenação-Geral de Revitalização e Desenvolvimento Intersetorial;CGDIN;93050
123430;Coordenação-Geral  de Tecnologia da Informação Portuária;CGTI;93053
93054;Coordenação-Geral de Gestão da Informação Portuária;CGINF;93053
92757;Departamento de Gestão e Logística Portuária;DGLP;123421
123433;Coordenação-Geral de Desempenho Portuário;CGDP;92757
93057;Coordenação-Geral de Logística Portuária;CGLOG;92757
92753;Secretaria de Infraestrutura Portuária;SIP;92748
123436;Departamento de Obras e Serviços de Acessos Aquaviários;DOSAA;92753
123437;Coordenação-Geral de Projetos e Programas Aquaviários;CGPPAQ;123436
123439;Coordenação-Geral de Obras e Manutenção Aquaviária;CGOMA;123436
92765;Coordenação-Geral de Acompanhamento e Controle ;CGCON;123441
92766;Coordenação-Geral de Projetos e Programas;CGPRO;123441
123444;Departamento de Obras e Serviços em Portos Delegados;DOSPD;92753
93060;Coordenação-Geral de Estudos e Projetos;CGESP;123444
93061;Coordenação-Geral de Obras e Serviços;CGOBR;123444
123447;Departamento de Portos Fluviais e Lacustres;DPFL;92753
123448;Coordenação-Geral de Projetos, Operação e Manutenção em Portos Fluviais e Lacustres;CGPOM;123447
123450;Coordenação-Geral de Obras em Portos Fluviais e Lacustres;CGOPFL;123447
123455;Coordenação-Geral de Licitação e Contrato;CGL;108178
123458;Departamento de Gestão Corporativa;DGC;108178
123459;Coordenação-Geral de Planejamento, Orçamento e Finanças;N/D;123458
123462;Coordenação-Geral de Administração Interna;N/D;123458
123466;Coordenação-Geral de Convênio;CGC-DGC;123458
123584;Comitê Assessor do Programa Brasil Mais TI;CATI;2058
120497;Vice-Presidência de Gestão de Pessoas;VIGEP;74
123635;Superintendência Executiva VIGEP;SUPEX;120497
120498;Vice-Presidência de Tecnologia e de Infraestrutura;VITEC;74
123641;Superintendência Executiva VITEC;SUPEX;120498
120556;Vice-Presidência Jurídica;VIJUR;74
123648;Superintendência Executiva VIJUR;VIJUR;120556
123651;Diretoria Regional do Acre;DR/ACR;120493
123652;Gabinete da Diretoria Regional;GABDR;123651
123678;Gabinete da Diretoria Regional;GABDR;123677
123659;Diretoria Regional de Alagoas;DR/AL;120493
123660;Gabinete da Diretoria Regional;GABDR;123659
123661;Diretoria Regional de Roraima;DR/RR;120493
123671;Gabinete da Diretoria Regional;GABDR;123661
123701;Gabinete da Diretoria Regional;GABDR;123700
123677;Diretoria Regional de Espirito Santo;DR/ES;120493
123688;Diretoria Regional do Mato Grosso ;DR/MT;120493
123689;Gabinete da Diretoria Regional;GABDR;123688
123700;Diretoria Regional do Mato Grosso do Sul;DR/MS;120493
123717;Pró-Reitoria de Gestão de Pessoas;N/D;123755
124424;Departamento de Apoio Acadêmico ao Aluno;DAAA;115729
123485;Diretoria de Administração;DA;123480
60346;Parque Nacional do Viruá;PARNA-VIRUÁ;48137
91008;Divisão de Serviços de Internet;DiSI;22220
116134;Conselho de Representantes de Brasileiros no Exterior;CRBE;77703
122527;Pró-Reitoria de Planejamento;N/D;464
123153;Coordenadoria do Curso de Graduação em Arquivologia;N/D;14994
123156;Coordenação-Geral de Gestão de Pessoas;CGGEP;3431
123205;Coordenação de Administração de Pessoal e Pagamento;COAPP;123156
123728;Diretoria Regional do Amazonas ;DR/AM;120493
123729;Gabinete da Diretoria Regional;GABDR;123728
123743;Diretoria Regional do Maranhão ;DR/MA;120493
123744;Gabinete da Diretoria Regional;GABDR;123743
123757;Diretoria Regional do Pará;DR/PA;120493
123758;Gabinete da Diretoria Regional;GABDR;123757
123772;Pró-Reitoria de Pós-Graduação, Pesquisa, Extensão e Cultura;N/D;123755
123774;Diretoria Regional da Paraiba  ;DR/PB;120493
123775;Gabinete da Diretoria Regional;GABDR;123774
123787;Pró-Reitoria de Planejamento e Desenvolvimento Institucional;PRPDI;123755
123790;Pró-Reitoria de Administração;N/D;123755
123791;Diretoria de Finanças;N/D;123790
123794;Diretoria Regional do Piauí;DR/PI;120493
123795;Gabinete da Diretoria Regional;GABDR;123794
123806;Diretoria Regional do Amapá;DR/AP;120493
123807;Gabinete da Diretoria Regional;GABDR;123806
123812;Diretoria Regional do Rio Grande do Norte;DR/RN;120493
123813;Gabinete da Diretoria Regional;GABDR;123812
123823;Diretoria Regional de Sergipe ;DR/SE;120493
123824;Gabinete da Diretoria Regional;GABDR;123823
123972;Diretoria Regional do Goiás;DR/RS;120493
123973;Gabinete da Diretoria Regional;GABDR;123972
120064;Coordenadoria de Cursos Técnicos;CCT;118056
120065;Coordenadoria de Cursos de Graduação;CCC;118056
68644;Assessoria de Comunicação Social ;ASC-ANTAQ;62064
91294;Gerência de Normas Operacionais e Suporte;GNOS;86556
124216;Divisão de Materiais e Patrimônio;SAE;101969
101969;Campus de Sete Lagoas;CSL;68149
124218;Divisão de Prefeitura de Campus;SAE;101969
105248;Campus Ouricuri;CO;46784
124247;Serviço de Gestão Corporativa;Sevic;58238
120957;Coordenação de Logística;N/D;120952
124270;Divisão de Patrimônio;N/D;120957
121032;Divisão de Sistemas de Rede;N/D;120960
124280;Divisão de Sistemas de Informação;N/D;120960
124267;Diretoria de Educação Aberta e à Distância;N/D;124255
124262;Pró-Reitoria de Graduação;N/D;124255
124285;Núcleo de Apoio a Atividade Docente;N/D;124262
124294;Campus de São Francisco do Conde;N/D;109912
122391;Universidade Federal do Cariri ;UFCA;244
8899;Gabinete;GSE;3272
11776;Seção de Administração Aduaneira;Saana-IMNO;4276
124994;Centro de Ciências da Natureza;CCEA-LS;121573
121046;Coordenação de Serviços Operacionais;N/D;120952
124328;Divisão de Transportes;N/D;121046
120963;Divisão de Administração de Pessoal;N/D;120953
124330;Divisão de Desenvolvimento de Pessoal;N/D;120953
124265;Pró-Reitoria de Relações Institucionais;N/D;124255
124336;Coordenação de Cooperação Nacional e Internacional;N/D;124265
121030;Coordenação de Infraestrutura e Desenvolvimento;N/D;124263
124264;Pró-Reitoria de Políticas Afirmativas e Estudantis;PROPAE;124255
124343;Coordenação de Políticas Afirmativas;N/D;124264
124345;Coordenação de Políticas Estudantis;N/D;124264
124348;Núcleo de Atendimento Social ao Estudante;N/D;124345
124349;Núcleo de Atenção à Subjetividade;N/D;124345
124261;Pró-Reitoria de Extensão, Arte e Cultura;N/D;124255
124354;Coordenação de Extensão e Assuntos Comunitários;N/D;124261
124355;Coordenação de Arte e Cultura;N/D;124261
124266;Diretoria da Biblioteca Universitária;N/D;124255
124272;Instituto de Ciências Sociais e Aplicadas;N/D;124255
124275;Instituto de Humanidades e Letras;N/D;124255
124382;Comissão Permanente de Processo Seletivo;COPESE-IFT-TM;100903
115739;Pró-Reitoria de Extensão;PROEX;115708
115750;Departamento de Pós-Graduação;DPG;115744
115758;Divisão de Compras;DICOM;120165
124441;Coordenadoria de Infraestrutura;COINFRA;115751
124443;Divisão de Transportes;DITRAN;124442
121253;Divisão de Orçamento e Controle;N/D;48062
121252;Departamento de Apoio Administrativo;N/D;28780
121359;Divisão de Gestão de Contratos, Atas e Convênios;N/D;121252
121365;Coordenadoria de Avaliação Institucional;N/D;28779
121456;Coordenação de Apoio Acadêmico;N/D;121454
54911;Coordenação de Comunicação e Eventos;CCS - SATUBA;1186
121813;Secretaria da Micro e Pequena Empresa da Presidência da República;N/D;26
123481;Coordenação de Apoio Acadêmico;CAA;123480
123488;Diretoria Acadêmica;DA;123480
123499;Campus Ceará-Mirim;CM;439
123500;Coordenação de Apoio Acadêmico;CAA;123499
123507;Diretoria Acadêmica;DA;123499
123504;Diretoria de Administração;DA;123499
121909;Orçamento e Finanças;OF-SACOD;121900
121908;Gabinete;GAB-SACOD;121900
121901;Departamento de Design;N/D;121900
75062;Departamento de Organização e Legislação;Deorg;113057
125586;Divisão de Patrimônio Imobiliário e Projetos;Dipp;75062
121815;Secretaria Executiva;SE-SMPE;121813
122232;Departamento de Administração Interna;N/D;121815
122233;Coordenação-Geral de Gestão de Pessoas e Recursos Logísticos;N/D;122232
122237;Coordenação-Geral de Planejamento, Orçamento e Finanças;N/D;122232
121816;Secretaria de Racionalização e Simplificação;N/D;121813
122242;Coordenação-Geral de Serviços de Registro;N/D;122241
122245;Coordenação-Geral de Integração;N/D;122241
122249;Departamento de Racionalização das Exigências Estatais;N/D;121816
122250;Coordenação-Geral de Procedimentos;N/D;122249
121817;Secretaria de Competitividade e Gestão;N/D;121813
122254;Departamento de Produtividade e Inovação;N/D;121817
122255;Coordenação-Geral de Gestão;N/D;122254
122258;Coordenação-Geral de Produtividade;N/D;122254
122260;Departamento de Ampliação de Mercados;N/D;121817
122262;Coordenação-Geral de Acesso a Mercados e Exportação;N/D;122260
122265;Assessoria Jurídica;N/D;121813
122375;Divisão de Cadastro e Arquivo;DCARQ;85436
123518;Campus São Paulo do Potengi;SPP;439
123519;Coordenação de Apoio Acadêmico;CAA;123518
123526;Diretoria Acadêmica;DA;123518
123523;Diretoria de Administração;DA;123518
123879;Diretoria Regional da Bahia ;DR/BA;120493
123880;Gabinete da Diretoria Regional;GABDR;123879
123884;Diretoria Regional de Minas Gerais;DR/MG;120493
123885;Gabinete da Diretoria Regional;GABDR;123884
123889;Diretoria Regional do Paraná;DR/PR;120493
123890;Gabinete da Diretoria Regional;GABDR;123889
123894;Diretoria Regional do Rio de Janeiro ;DR/RJ;120493
123895;Gabinete da Diretoria Regional;GABDR;123894
123900;Diretoria Regional do Rio Grande do Sul ;DR/RS;120493
123901;Gabinete da Diretoria Regional;GABDR;123900
123883;Coordenadoria Regional de Negócios;CONEG;123880
124396;Diretoria Acadêmica;DA;97639
116242;Diretoria  de  Ensino, Pesquisa e Extensão;N/D;116148
124750;Campus Avançado Baixado do Sol;N/D;94427
124855;Coordenação de Apoio Acadêmico;CAA;113252
124868;Coordenação de Apoio Acadêmico;CAA;116341
124871;Coordenação de Apoio Acadêmico;CAA;116347
124898;Coordenação-Geral de Acompanhamento de Obras e Fiscalização, em Recife;N/D;89746
89721;Centro Nacional de Gerenciamento de Riscos e Desastres;CENAD;38348
124906;Coordenação-Geral de Monitoramento e Operação;N/D;89721
89718;Coordenação-Geral de Articulação e Gestão;CGAG;50647
124910;Coordenação;N/D;89718
124913;Coordenação;N/D;50650
89720;Coordenação-Geral de Prevenção e Preparação;CGPP;50651
115607;Departamento de Prospecção, Normas e Análise dos Fundos;DPNA;115605
124925;Campus Santana do Livramento;CAMAL;456
124926;Coordenação Acadêmica;COORAC;124925
124940;Coordenação-Geral da Política de Fortalecimento de Conselhos;N/D;74380
124943;Coordenação-Geral de Convivência Familiar e Comunitária;N/D;74380
124945;Coordenação-Geral do Disque Direitos Humanos;N/D;104328
104245;Coordenação-Geral de Planejamento e Orçamento;CGPO;74377
104244;Coordenação-Geral de Gestão de Pessoas;CGGP;74377
124950;Coordenação-Geral de Licitações e Contratos;N/D;74377
124952;Coordenação-Geral dos Direitos da População em Situação de Rua;N/D;104282
124956;Assessoria Jurídica;ASJUR-SDH;1801
115098;Coordenação do Curso Técnico em Química;N/D;32846
115087;Coordenação de Projetos e Obras;N/D;32862
32832;Gabinete;GAB;105117
74346;5ª Superintendência Regional - Penedo/AL;5ª SR-CODEVASF;169
121254;Diretoria de Controle;N/D;28780
121336;Campus de Governador Valadares;CGV;424
8877;Divisão de Despacho Aduaneiro;Didad-ASTS;4273
27691;Hospital Veterinário;HV-UFU;27410
96285;Escola de Educação Básica;ESEBA-UFU;472
121550;Diretoria da ESEBA;N/D;96285
121551;Coordenação do Primeiro Ciclo;CPC;96285
121555;Coordenação do Segundo Ciclo;CSC;96285
121557;Coordenação do Terceiro Ciclo;CTC;96285
121558;Coordenação da Educação de Jovens e Adultos ;CEJA;96285
121567;Assistência Judiciária;CCD-CEHAR-UFU;61445
121753;Coordenação de Políticas Acadêmicas;CAS;121071
121751;Coordenação de Assistência Social;CAS;121071
122707;Coordenação-Geral de Regimes de Origem;N/D;3673
122710;Coordenação-Geral de Antidumping, Salvaguardas e Apoio ao Exportador;N/D;3674
122716;Coordenação-Geral de Antidumping e Medidas Compensatórias;N/D;3674
122717;Coordenação;N/D;122716
86993;Coordenação-Geral de Modernização da Administração da Justiça;N/D;74382
123189;Equipe de Conferência Física;Eqcof;8877
123200;Equipe de Logística;Eplog;123196
105181;Pró-Reitoria de Administração;PRADM;97791
96130;Diretoria de Enfermagem;N/D;27689
61461;Diretoria de Serviços Administrativos;DA-Hclínicas-UFU;27689
61463;Diretoria de Serviços Clínicos;DClínica-UFU;27689
123418;Núcleo Gerencial Administrativo Setorial;NGAS;98898
121488;Coordenação de Apoio Acadêmico;N/D;121486
123836;Campus São Miguel dos Campos;N/D;100900
125042;Departamento Acadêmico;N/D;123836
125046;Coordenação de Apoio Acadêmico;N/D;125042
125050;Departamento de Administração;N/D;123836
125052;Coordenação de Suprimentos;N/D;125050
125057;Coordenação de Apoio Acadêmico;N/D;124737
124738;Departamento de Administração;N/D;124734
125062;Coordenação de Suprimentos;N/D;124738
90236;Serviço de Planejamento e Projetos Especiais ;SEPE/SUERO;3755
125228;Departamento de Administração;N/D;123835
125230;Coordenação de Suprimentos;N/D;125228
125248;Coordenação de Orçamento e Finanças;N/D;32908
123546;Diretoria de Planejamento e Desenvolvimento Institucional;DIPLAD;88353
125517;Vice-Chefia de Logística;VCHELOG;113293
121993;Assessoria de Doutrina e Legislação;ADL;113146
113146;Gabinete do EMCFA;Gab EMCFA;41110
125541;Vice-Chefia de Operações Conjuntas;VCHOC;113147
125558;Vice-Chefia de Assuntos Estratégicos;VCAE;113156
113010;Assessoria Especial de Planejamento;Asplan;41066
41591;Gabinete;GAB-Seori;113057
125610;Coordenação-Geral de Gerenciamento e Produção de Dados;N/D;107084
125609;Coordenação-Geral de Gestão e Acompanhamento de Contratos com o Agente Operador;N/D;77839
125613;Coordenação-Geral de Cooperação e Suporte Operacional;N/D;107084
125614;Coordenação;N/D;125613
121895;Coordenação de Programa de Pós-Graduação em História;N/D;47725
121896;Coordenação de Programa de Pós-Graduação em Informática;N/D;10215
105241;Campus Osório;CCAN/IF RS;100918
72820;Conselho de Administração;CA-CEF;91
14151;Coordenação-Geral Regional do Rio de Janeiro;CGRJ;232
121931;Coordenação de Negócios;N/D;232
41571;Assessoria de Comunicação Social;ASCOM;41067
121943;Coordenação-Geral de Licitações e Contratos;N/D;41582
121946;Coordenação-Geral de Direito Administrativo e Militar;N/D;41582
121949;Coordenação-Geral de Processos Administrativos Disciplinares;N/D;41582
121572;Campus de Araras;DeR-A;475
121962;Departamento de Ensino de Graduação;DeEG-Ar;121572
121963;Departamento de Ensino de Graduação;DeEG-Sor;89956
122001;Assessoria de Planejamento, Orçamento e Gestão;APOG;113146
122000;Assessoria de Planejamento e Coordenação de Atividades Conjuntas;APAC;113146
121917;Instituto Pandiá Calógeras;N/D;41066
122031;Coordenação-Geral de Projetos;N/D;121917
107133;Serviço de Atividades Culturais;SEAC;87887
87892;Serviço de Contratos e Licitações;SECOL;107134
87891;Serviço de Logística;SELOG;107134
122546;Instituto de Física;INFI-UFMS;827
122551;Instituto de Química;INQUI-UFMS;827
122556;Instituto de Matemática;INMA-UFMS;827
122562;Faculdade de Engenharias, Arquitetura e Urbanismo e Geografia;FAENG-UFMS;827
122816;Gabinete;GAB-Camocim;121870
122846;Gabinete;GAB-Tauá;113261
123123;Departamento de Artes;N/D;37238
123128;Diretoria de Ensino;N/D;37245
123143;Departamento de Extensão, Pesquisa, Pós-Graduação e Inovação;N/D;37245
123537;Diretoria de Auditoria das Áreas de Produção e Comunicações;DPC;4328
72575;Assessoria Jurídica;ASJUR;52303
123538;Coordenação-Geral de Processos Judiciais e Disciplinares;N/D;72575
123540;Coordenação-Geral de Processos Administrativos e Análise Legislativa;N/D;72575
88736;Coordenação-Geral de Informações Estratégicas;CGIE;123543
116696;Divisão;DIV;123544
120271;Divisão de Reformulação de Investimentos;N/D;46707
124006;Coordenação de Acompanhamento de Investimentos;N/D;46707
124009;Coordenação de Análise de Contas;N/D;46707
38955;Divisão de Convênios;DICON/MG;38948
111196;Divisão de Gestão Administrativa;N/D;38948
111195;Divisão de Gestão Administrativa;N/D;38615
38880;Divisão de Convênios;DICON/BA;38615
38937;Divisão de Convênios;DICON-MA;38932
111112;Divisão de Patrimônio e Suprimentos Administrativos;N/D;111108
120269;Coordenação de Disseminação de Informações;N/D;5193
5751;Coordenação de Apoio Operacional;COAPO;5183
76349;Estação Ecológica de Pirapitinga;ESEC-Pirapitinga;89408
60314;Floresta Nacional de Ipanema;FLONA-IPANEMA;103264
124085;Diretoria Regional em Brasília;DR/BSB;120493
124086;Gabinete da Diretoria Regional;GABDR;124085
